,mispelled_words,mispelled_words_frequency
1196,"{'threeday', 'genericschool', 'fourday'}",0.001145912910618793
1197,"{'nicaragua', 'b', '1st', 'doesnt', 'mathscients', 'mondaytuesday', 'bigininwell', '3rd', 'genericschool', '2nd', 'genericname'}",0.002938034188034188
1198,set(),0.0
1199,"{'wenthe', 'yesterdaybut', 'secondif', 'schoolspecially', 'finallyis', 'teachersif', 'itthe', 'rudenot', 'wantand', 'dobut', 'choosewas', 'ourselfsbe', 'untill', 'itnever', 'havewe', 'wrongbut', 'failbut', 'worldthe', 'wantbut', 'internacional', 'thatand', 'sothey', 'opportunitiesbest', 'opportunitiesand', 'themeven', 'tryingyou', 'wrongyou', 'wantjust', 'lifebetter', 'dmv', 'newthey', 'quitebut', 'thingsthey', 'placeis', 'thingsto', 'tryjust', 'betternever', 'teachears', 'collegethey', 'jobcollege', 'enlglish', 'baxk', 'licensewe', 'sadwe', 'perfeccion', 'wantthey', 'conlcusiontry', 'happywe', 'conutryand', 'masteredyou', 'wantkeeping', 'havedoes', 'countriesthey', 'thingbetter', 'statementand', 'agreetoo', 'firstif', 'laugth', 'haveeven', 'experiencethe', 'figth', 'testbut', 'comun', 'takeeverybody', 'tryingon', 'afraidpeople', 'lifeif', 'wolrd', 'wrongand', 'bravebe'}",0.011656952539550375
1200,"{'kylien', 'luxcturious', 'extrordinairy', 'mbape'}",0.002652519893899204
1201,{'genericname'},0.0005382131324004305
1202,"{'didnt', 'doesnt', 'rocketit', 'haile', 'ishow', 'gselasie', 'shouldnt', 'wasnt'}",0.0030349013657056147
1203,"{'youre', 'madscientist', 'todays', 'metallurgists', 'isnt', 'everimportant', 'ellington'}",0.0019068373740125306
1204,{'hared'},0.00029533372711163615
1205,"{'yuo', 'defent', 'hapening', 'attitud', 'posibility', 'oppinion', 'alwas'}",0.0062724014336917565
1206,"{'handwork', 'toobut'}",0.000513347022587269
1207,"{'didnt', 'furture', 'doesnt', 'youre'}",0.0018458698661744347
1208,"{'prepred', 'opportunies', 'differents', 'reasoni', 'exmple', 'expecific', 'becuase', 'thier', 'direccion', 'becuse', 'knowlege', 'experiencies', 'reaason'}",0.0066090493136756485
1209,set(),0.0
1210,"{'shouldnt', 'preform'}",0.0007366482504604051
1211,"{'conclution', 'educacional', 'shuldnt', 'suposted', 'shouldnt', 'tecnology'}",0.0026726057906458797
1212,"{'indivuality', 'didnt', 'advertisemnt', 'ralpgh', 'accomplishement', 'tryng', 'selfs', 'prenting', 'puttting', 'tvs', '2018tekashie', 'becuase', 'emeson', 'sixnine', 'fifthy', 'easly', 'tekashie'}",0.006508422664624809
1213,"{'eschool', 'estudens', 'thinghs', 'iphon', 'everithing', 'imporntat', 'teching', 'teachesr', 'tecnology'}",0.009453781512605041
1214,"{'tv', 'didnt', 'motivted', 'dementions'}",0.0022509848058525606
1215,"{'shouldnt', 'payed', 'doesnt'}",0.0020604395604395605
1216,set(),0.0
1217,"{'c', 'b'}",0.002962962962962963
1218,"{'schoolclassroom', 'messi', 'ect', 'planed'}",0.002793296089385475
1219,"{'tv', 'wache'}",0.0005026388539834129
1220,"{'inpressions', 'thanbehave'}",0.0011580775911986102
1221,"{'tacher', 'genericname', 'hisher', 'heshe'}",0.001386001386001386
1222,"{'conclusionseeking', 'youand', 'makeis', 'choiceone', 'favorbecause', 'decisionand', 'selflearn', 'goodbecause', 'beforeso', 'makeseeking', 'isone', 'makebecause', 'spendso', 'onebut', 'choicehelp', 'getso', 'havethen', 'rightbecause', 'lastlymy', 'choicebecause'}",0.006345177664974619
1223,{'didnt'},0.00020193861066235866
1224,"{'homeworkor', 'schedulethe', 'projectsand'}",0.0015839493136219642
1225,{'p'},0.0003224766204450177
1226,set(),0.0
1227,"{'shool', 'homeworks', 'opinon', 'tearchers', 'educationals', 'firsthave', 'genericschool', '10th', 'teachs', 'genericname', 'tecahers'}",0.004464285714285714
1228,{'manege'},0.00021528525296017224
1229,"{'dosent', 'colloge', 'undastand', 'desitions', 'exmas', 'exmes', 'desition', 'memmber'}",0.0029895366218236174
1230,{'togethor'},0.0005834305717619603
1231,"{'psychologyly', 'shortbut', 'goalseven', 'disappoined', 'worldeven', 'admiralble', 'copmplete', 'proffesional', 'iteven', 'confindent', 'fough', 'succsesful', 'essaly', 'goalswe', 'trophieseven'}",0.00684931506849315
1232,"{'classwork', 'homeworks', 'disaree'}",0.0009445843828715365
1233,"{'musics', 'unappropriate', 'knowlegdes', 'knowlegde', 'opportuniy', 'unaccepted', 'knowlege', 'kahoot'}",0.001995510102269893
1234,"{'usbut', 'faight', 'tryies', 'doesnt', 'succesful', 'everuthing', 'theyre', 'lifesomethings', 'youre', 'daugheters', 'haerth', 'faighting', 'peoplehow', 'desolution', 'hads'}",0.004522158577027435
1235,"{'l', 'espicllay', 'schleude'}",0.0023023791250959325
1236,{'hisher'},0.0005743825387708214
1237,"{'someways', 'successers'}",0.0011235955056179776
1238,{'nfl'},0.00036900369003690036
1239,"{'differents', 'hardbecause', 'ministor', 'youre', 'firtsly', 'workeror', 'styleskills', 'winstong', 'persuit', 'inconclusion', 'studyand'}",0.008494208494208495
1240,set(),0.0
1241,"{'probaly', 'chello', 'andor', 'd', '2nd', 'tv', 'assesment'}",0.004002287021154946
1242,set(),0.0
1243,"{'feild', 'partnershiped', 'payed', 'patnershiped'}",0.003857280617164899
1244,"{'quiter', 'drasticly', 'leoanrdo', 'becuase', 'paypal', 'davinci', 'esports', 'achivement', 'untill', 'alot', 'youtubers', 'spacex', 'elon', 'achived', 'leared', 'inventer', 'therfore', 'adobes', 'renissance', 'examaple', 'commisions'}",0.009154315605928508
1245,{'didnt'},0.00032071840923669016
1246,"{'develope', 'didnt', 'remaster'}",0.0008312551953449709
1247,set(),0.0
1248,"{'soemthing', 'emerzon', 'becasue', 'taje', 'acomplishment', 'greastest'}",0.004067796610169492
1249,"{'studentss', 'hisher', 'yorks', 'becuase', 'teaher', 'genericname'}",0.0019342359767891683
1250,"{'ncreased', 'distration', 'ofter', 'affter', 'offter', 'esay'}",0.002435064935064935
1251,"{'doesnt', 'fourday', 'fiveday', '8am', '6pm', 'parttime', '10pm'}",0.00258493353028065
1252,"{'reunating', 'homeworks', 'heshe', 'runion', 'activitie', 'didnt', 'extraactivities', 'involvents', 'desicion', 'analizing', 'desiding', 'shool', 'activite', 'responsabilities', 'repasing', 'actiities', 'controling', 'desicions', 'questio'}",0.007361487795428129
1253,"{'emersons', 'growno', 'completeright'}",0.0016675931072818232
1254,{'lubock'},0.0008936550491510277
1255,set(),0.0
1256,"{'didnt', 'genericname', 'successed'}",0.001326259946949602
1257,"{'tv', 'didnt', 'wrotedetermine', 'teamhowever'}",0.0013893713094824591
1258,"{'v', 'surgies', 'everytime', 'afternoon', 'genericschool', 'genericcity', 'miyo', 'wasnt', 'genericname'}",0.0016642011834319527
1259,"{'doller', 'childeren', 'wifehusban', 'futer', 'desition', 'momdad', 'chidren', 'hisher', 'freind', 'mistimener', 'perents', 'probubly'}",0.005447117566954153
1260,"{'efforthope', 'failurewrong', 'sucess', 'succesful'}",0.0010787486515641855
1261,"{'imaginated', 'somebdoy', 'worldchange', 'wrotebecause', 'somethingso', 'somethimes', 'contaminationdeforetation', 'thinksyou', 'nobecause', 'perfectso', 'desarollateand', 'youwhen', 'somehting', 'everithing', 'dessarollate', 'emersons', 'imaginate', 'responsabilities', 'imposible', 'climated'}",0.014114326040931546
1262,{'classwork'},0.000429553264604811
1263,"{'knowledged', 'humanve', 'worngly', 'theyre', 'advantege', 'approvetion', 'everytime', 'standars', 'evryone', 'youre', 'bewhat', 'bc', 'doesnt', 'steem', 'effrort', 'completetly', 'shouldnt', 'workhowever', 'peole', 'orden', 'classwork', 'selfesteem', 'everytimestudents', 'selflesteem', 'beacuse'}",0.008012820512820512
1264,set(),0.0
1265,"{'somenthing', 'statament', 'wented', 'imformation', 'guatemala', 'lilttle', 'experiencesbut', 'anothers', 'genericcity', 'schood', 'imigration', 'fisrt', 'matamoros'}",0.005649717514124294
1266,"{'cuade', 'oldes', 'inoccent', 'letys', 'disrespecfull', 'vfor', 'otyhers', 'vsomeone', 'worldone', 'bdont', 'peopler', 'figthing', 'talens', 'othercause', 'peolpe', 'wse', 'additionaly'}",0.010925449871465296
1267,"{'3d', 'onetwothreestart', '2d', 'selftaught'}",0.0013726835964310226
1268,"{'comportamient', 'caracterist', 'becuase', 'personalitie', 'imposible', 'esplendi', 'cualidad'}",0.007099391480730223
1269,"{'4th', 'requieres', 'jobsstudents', 'familyteachers', 'studing'}",0.0017642907551164433
1270,{'tablesso'},0.0011363636363636363
1271,set(),0.0
1272,"{'ginna', 'cna', 'youre'}",0.0018856065367693275
1273,"{'beging', 'challage', 'advangers', 'youre', 'vs', 'thier', '22nd', 'wounderful', 'aganist', 'tshirts', 'woderful'}",0.003599476439790576
1274,set(),0.0
1275,set(),0.0
1276,{'troubleor'},0.0007535795026375283
1277,"{'genericcity', 'churchills', 'genericname'}",0.0010748835542816195
1278,{'lubbock'},0.00032102728731942215
1279,"{'educationetc', 'todays'}",0.0005366246310705661
1280,"{'doesnt', 'heshe'}",0.0011474469305794606
1281,"{'communitiess', 'youre'}",0.0012055455093429777
1282,"{'frirends', 'didnt', 'wasnt', '11th'}",0.001444043321299639
1283,"{'youself', 'didnt', 'wasnt', 'doesnt'}",0.0008108655990269613
1284,"{'studiesactivities', 'todays', 'himher'}",0.001329198050509526
1285,{'yearround'},0.0005291005291005291
1286,"{'deppression', 'youar', 'proffesional', 'everytime', 'isnt', 'waht', 'partment', 'indepentent', 'hisher', 'bussiness', 'adventage', 'wasnt', 'genericname', 'didnt', 'doesnt', 'dc', 'genericcity', 'thigs', 'succed'}",0.0031938140864010756
1287,{'convice'},0.00117096018735363
1288,"{'jrotc', 'doesnt', 'youre'}",0.00102880658436214
1289,"{'understanded', 'didnt', 'examplesmomdadantuncle', 'wasnt'}",0.002583979328165375
1290,"{'hasnt', 'genericcity', 'doesnt', 'thingsfailures'}",0.0012957563977972141
1291,"{'neccesary', 'theyre', 'ploblems', 'technolgy', 'becuase', 'speakings', 'inconclusion', '20th', 'soscial', 'vison', 'divices', 'probles'}",0.010084033613445379
1292,"{'achiving', 'doesnt', 'confodince', 'failer', 'mottercicel', 'masterd', 'becuase', 'achive', 'learnand', 'havr', 'untill'}",0.007570543702684102
1293,set(),0.0
1294,"{'mulltitasking', 'personaly', 'benifit', 'scools', 'assigments', 'confert'}",0.0038071065989847717
1295,"{'hudge', 'kindnessyou'}",0.001486988847583643
1296,{'t'},0.0001823819077147547
1297,"{'themselfs', 'secceeded', 'changging', 'negetivity', 'pictuers', 'secceed', 'todays', 'probebly', 'thereselfs', 'happend', 'isnt', 'ignorent', 'yourslef', 'recive'}",0.00348866184899078
1298,"{'didnt', 'broing', 'elementray', 'broring', 'elementrary', '500pm', 'everthing', 'dissagree', 'isnt', 'countys', 'nned', 'shouldnt', '500am'}",0.0032679738562091504
1299,"{'somethingwe', 'peoplewe', 'differents', 'neccesary', 'universityand', 'thinkpersonalitycharacterand', 'eachperson', 'worldthe', 'societyits', 'trat', 'opinioni', 'jobin', 'becauseno', 'genericname', 'thinkingwe', 'valuesy', 'allare', 'wrongin', 'worldfor', 'differentchange', 'differentin', 'importants', 'placewe', 'refinedthe', 'characteri', 'impressionbut', 'teachen', 'jobthe', 'mebut', 'aresame', 'personis', 'changemaybe', 'amiability', 'personalityand', 'dependencyof', 'firts', 'survivorours'}",0.014509803921568627
1300,"{'ralphh', 'priories', 'disappointedll', 'exampleyour', 'otheryour'}",0.005268703898840885
1301,"{'becuaser', 'learm', 'spcific', 'whant', 'focud', 'tham', 'learnig', 'undertant', 'clases', 'clasas', 'possitive', 'posisition', 'uniquet', 'listining', 'necesary', 'beacuse'}",0.010236724248240563
1302,"{'becasuse', 'lubbock', 'froward', 'thinnking', 'polution', 'posibility'}",0.0021420921099607284
1303,"{'ninjasor', 'superheros', 'clothesthere', 'itor', 'isfor', 'beginningwith'}",0.0027198549410698096
1304,{'isnt'},0.0004962779156327543
1305,set(),0.0
1306,"{'didnt', 'doesnt', 'genricname', 'genericschool', 'prealgebra', '8th'}",0.0017231476163124641
1307,"{'alot', 'experince'}",0.0020408163265306124
1308,{'genericcity'},0.0007674597083653108
1309,{'doesnt'},0.00047732696897374703
1310,"{'didnt', 'assighnment', 'likly', 'ahould', 'somtimes', 'multiplie', 'consenquently', 'myslef', 'exprience', 'expreinced', 'exprienced'}",0.0033042955842595375
1311,set(),0.0
1312,"{'unlce', 'fary', 'communicat', 'informtion', 'otherstuff', 'genericcity', 'homeworkprove'}",0.005339435545385202
1313,"{'isnt', 'doesnt'}",0.001006036217303823
1314,"{'conclution', 'portorico', 'wearwhat', 'intersting', 'unhealth', 'experince', 'portorican', 'greatful'}",0.004553215708594195
1315,"{'increduble', 'somenthing', 'decition', 'deciton', 'preparate', 'techology', 'cannt', 'techonology'}",0.0072992700729927005
1316,"{'wasnt', 'negativehowever', 'doesnt', 'timesthat'}",0.0021344717182497333
1317,"{'emersons', 'ciggarettalcoholetc', 'demostrate', 'showto', 'concetrate', 'happend', 'genericschool', 'defference', 'convence', 'chenged', 'marihuna', 'drogas'}",0.0042298202326401125
1318,{'theyre'},0.00034411562284927734
1319,"{'alot', 'schoool', 'seccessful', 'belive', 'perfer', 'interted'}",0.0062959076600209865
1320,"{'presindents', 'availabe', 'guiadance', 'genericschool', 'waht', 'genericname'}",0.0034602076124567475
1321,{'doesnt'},0.0003832886163280951
1322,"{'departament', 'situatons', 'encharge', 'districs'}",0.0013097576948264572
1323,{'idleit'},0.00032583903551645487
1324,"{'dontthats', 'doesnt', 'enthusiasim', 'alot', 'enthusiasimto', 'eventhough', 'enthuisasim', 'esay', 'wotn', 'acomplish', 'succed', 'happenning'}",0.002911914583838874
1325,"{'disbelievers', 'selfesteem', 'didnt'}",0.0012360939431396785
1326,"{'futher', 'validthere', 'furure', 'resposabilities', 'althought', 'activies', 'shouldnt', 'resposability'}",0.0033112582781456954
1327,"{'moneyhelp', 'lifehe', 'schoolhe', 'businessesslued', 'sines', 'universityhe', 'genericschooli', 'businessesopen'}",0.0032336297493936943
1328,"{'thedays', 'homeworks', 'fourday', 'responsabilities', 'yourmind', 'envolves', 'teeagers', 'shouldnt'}",0.002995132909022838
1329,"{'archivements', 'homeworks', 'adolocents', 'differents', 'acounts', 'secondthe', 'bullyng', 'jonh', 'ploblem', 'adolecents', 'worksbut', 'infornation', 'contol'}",0.003973105134474328
1330,"{'werewhen', 'classhis', 'texther', 'schuedule', 'genericnamea', 'hairi', 'becuase', 'impressionsit', 'genericname'}",0.007738607050730868
1331,"{'opition', 'slald', 'theenergy', 'becuase', 'th', 'meun', 'caferteria', 'cafeterias'}",0.005121638924455826
1332,"{'perosn', 'listengive', 'alot', 'yotu'}",0.0025974025974025974
1333,"{'summe', 'streess', 'reasong', 'collegue', 'responsabilities', 'diference', 'understanble', 'freedoom', 'convinient', 'spences'}",0.003112356053532524
1334,"{'alsoby', 'successhowever', 'therechoosing', 'exampleone', 'withby'}",0.0026001040041601664
1335,"{'usevery', 'schooli', 'schoolbut', 'activitieseven', 'enviroment', 'childrenwe', 'electricitybecause', 'waisting', 'thoughtsso', 'energythe', 'clubsthey', 'busyimagine', 'sportshave', 'anybodythey', 'lifeso', 'itso', 'samebecause', 'energybut', 'schoolor', 'businessses', 'dayand', 'moneythose', 'aconomy', 'rudethey', 'daysin', 'daysso', 'resourceswe', 'lightso', 'schoolhoweverwhat', 'schooland', 'energywateretc', 'threeso', 'reproducer', 'differencefirst', 'dismissalvacationsor', 'hoursif', 'allwe', 'thereor', 'expensivebut', 'waterfallso', 'teenswe', 'factall', 'sporthave', 'daywe', 'adolescense', 'nighti', 'energywater', 'dayor', 'lateand', 'futureas'}",0.010034115994380895
1336,"{'jobi', 'themselvesi', 'thatswhy'}",0.001841620626151013
1337,"{'didnt', 'f', 'doesnt', 'theyre', '2nd', 'genericname'}",0.0020639834881320948
1338,"{'difffent', 'decison', 'spred', 'dofor', 'determen', 'indanger', 'belive'}",0.004593175853018373
1339,"{'neeed', 'assignmets', 'youre', 'consistant', 'loosing', 'shouldnt'}",0.0024896265560165973
1340,"{'workinghard', 'didnt', 'youre'}",0.0008640552995391706
1341,"{'midnigth', 'coustomer', 'peopleif', 'nigth', 'resposabilidad', 'opcion', 'feelling', 'alcholismo', 'pm'}",0.007137192704203013
1342,"{'wasnt', 'youre'}",0.000984251968503937
1343,"{'easies', 'possitive'}",0.0018552875695732839
1344,"{'somenthing', 'failers', 'churchills', 'sucess', 'successed', 'faillure', 'truely', 'expirence'}",0.004796163069544364
1345,"{'activitis', 'coincuals', 'conumect', 'soemthing', 'englishor', 'laenguech', 'pratising', 'inone', 'alot', 'asy', 'leangucj', 'atend', 'idia', 'sociol', 'aportuniti', 'laugen', 'studes', 'conplet', 'leanguch', 'othersor', 'noschool', 'teamsclubsor', 'activitys', 'sibiling', 'reasterunt', 'testworkprogetor', 'billoner', 'tp', 'esy', 'probited', 'sportclubor', 'favoryte', 'becaude', 'janutors', 'teachersor'}",0.010139049826187718
1346,"{'didnt', 'genericschool', 'kindgarden', 'genericnames', 'genericname'}",0.001869158878504673
1347,"{'fiveday', 'fourday', 'pm'}",0.0023148148148148147
1348,"{'jods', 'coures', 'professionalismmoneyand', 'defenetly', 'ronaldo', 'profesional', 'feild', 'freinds', 'seccessfull', 'masterd', 'thier', 'cristiano', 'nocticed', 'ansers', 'sorccer', 'scorded', 'accidently', 'lessions'}",0.0061770761839396015
1349,"{'responsabily', 'diferent', 'dinfferent', 'armony', 'promble', 'oplders', 'yourger', 'studetn', 'somentimes', 'listeng', 'somenthing', 'tghe', 'sstudent', 'aldult', 'thye', 'thir', 'perefect', 'somenting', 'proctect', 'consecuense', 'whent', 'sames', 'thius', 'betweet', 'esch', 'studeents', 'responsability', 'youngerts', 'betwen'}",0.004912756225647976
1350,"{'borad', 'oclock', 'doesnt', 'childern', 'afterschool', 'wenesdays', 'communite', 'benfits', 'palce', 'recpect', 'headace', 'actally', '448pm', 'wendesdays', 'usally', 'hershe', 'propername'}",0.005958640028040659
1351,{'theyre'},0.00034048348655090226
1352,"{'shouldnt', 'studentname'}",0.0021253985122210413
1353,"{'shouldnt', 'theyre'}",0.0009013068949977468
1354,"{'thingas', 'shouldnt', 'evry', 'mt'}",0.0018256503879507074
1355,"{'themthe', 'mistakesthe', 'conclusioni'}",0.0012406947890818859
1356,"{'diferent', 'whas', 'waus', 'becuase', 'imposisible', 'ther', 'saed', 'talden', 'seccond', 'ameising', 'contry', 'aloge', 'tolk', 'sowant', 'bifore', 'faese', 'staing', 'sopraision', 'sonthing', 'sonting', 'gree', 'looke', 'nathing', 'sead', 'firts', 'thend', 'granfather'}",0.012955854126679463
1357,"{'nesesarie', 'dfferent', 'worckers'}",0.001963350785340314
1358,set(),0.0
1359,"{'youre', 'shouldnt', 'doesnt', 'coneal'}",0.0009280742459396752
1360,"{'distracction', 'differents', 'atenttion', 'oportunity', 'genericname', 'beacuse'}",0.001763668430335097
1361,{'thingsand'},0.0006184291898577613
1362,{'doesnt'},0.000425531914893617
1363,"{'malking', 'argee', 'activites', 'dr', 'counciling'}",0.0025693730729701952
1364,"{'innapropiate', 'doesnt', 'accidentso'}",0.0008049369466058492
1365,"{'preparate', 'preparete', 'skehchule'}",0.001236603462489695
1366,set(),0.0
1367,{'thses'},0.0004476275738585497
1368,"{'somtime', 'studing', 'homworks', 'diffrent', 'homwork'}",0.003278688524590164
1369,"{'doesnt', 'aginst', 'achive', 'neggative', 'stuggle', 'happinest', 'succed', 'beacuse'}",0.002952029520295203
1370,"{'didnt', 'desmostrete', 'attidute', 'grothw', 'demostrate', 'techer', 'conclucion', 'demostrete', 'simething', 'succes'}",0.005356186395286556
1371,"{'shouldnt', 'planed', 'focuse'}",0.0008896797153024911
1372,"{'didnt', 'screming', 'recived', 'enviroment', 'ehow', 'aroubd', 'leabe', 'coasins', 'brotheres', 'genericname', 'choos'}",0.005225653206650831
1373,"{'concequence', 'guatemala', 'necesary', 'contry'}",0.003014318010550113
1374,"{'doesnt', 'teachername', 'schoolname', 'shouldnt', 'wasnt'}",0.005170630816959669
1375,"{'parfect', 'myseif', 'donold', 'everytime', 'throught', 'corrage', 'nevergive', 'yourseif', 'contsists', 'everwell', 'happend', 'strenth'}",0.0068925904652498565
1376,"{'adia', 'jod', 'clases', 'activitiesfinallyi', 'd', 'activitiesi', 'activitiesyour', 'opinioni', 'c', 'leat', 'pase', 'f', 'clasesthey', 'byt', 'pasing', 'cbecause', 'cb', 'classin', 'b', 'yearthat', 'activitiesa', 'gree', 'pasingdos', 'feling'}",0.012428793371310202
1377,set(),0.0
1378,"{'technony', 'onlineand', 'kindnap', 'plugin', 'customes', 'divice', 'adiction', 'ddition', 'lof', 'inapropiately', 'limitatios', 'genericname', 'consecuences', 'peopless', 'favoitrs', 'technoly', 'anothers', 'reaso', 'chane', 'stting', 'enery'}",0.007130730050933786
1379,"{'studens', 'wanst', 'universitybecasuse', 'worrys', 'alot', 'consentration', 'expensives', 'worktake', 'becauses', 'youngues', 'conitinue', 'wnats', 'takinf'}",0.008452535760728219
1380,"{'indite', 'youre'}",0.0011383039271485487
1381,"{'businness', 'famalies', 'homesome', 'becuase', 'universsity', 'calification', 'resposible', '5am', 'genericname'}",0.0031746031746031746
1382,"{'escuse', 'sametimes', 'goverment', 'cleand', 'ibelive', 'imformation', 'stuend', 'studen', 'imfromation', 'compleate', 'normaly', 'pohe', 'teachera', 'stuen', 'reasen', 'practicle', 'magazies', 'tuden', 'helpe', 'harde', 'stuednt', 'fantasctic', 'finde', 'stuenden', 'usin', 'worke'}",0.01218369259606373
1383,"{'youre', 'didnt', 'doesnt'}",0.0012437810945273632
1384,"{'didnt', 'diccuse', 'puncuate', 'acn', 'discuse', 'doesnt', 'discusing', 'puncuation', 'sence'}",0.005798969072164949
1385,"{'sttudents', '123s', 'abcs', 'doesnt'}",0.0012924071082390954
1386,"{'theyre', 'itd'}",0.0011235955056179776
1387,"{'actitude', 'apparience', 'becuase', 'peson', 'othres', 'successeful', 'poaitive', 'recieve', 'everthing', 'youre', 'possitive', 'recieving', 'othre', 'didnt', 'hepl', 'doesnt', 'decison', 'badest', 'considerating', 'acomplishment'}",0.0055819145967066705
1388,{'fourday'},0.00021436227224008573
1389,"{'houseairport', 'alot', 'kidand', 'schoolfriends', 'bookclubs', 'horrordramaext', 'predictionssummarys', 'intresting', 'librarys', 'friendsfamily', 'comedyor'}",0.009847806624888093
1390,"{'classamtes', 'genericname'}",0.0011173184357541898
1391,"{'sould', 'schoolday', 'fourday', 'fiveday', 'parttime', 'pm', 'beacuse'}",0.003134796238244514
1392,"{'improtant', 'dosent', 'thouht', 'expecially', 'goodand', 'anwer', 'himher', 'selfconfident', 'selfesteem', 'seifesteem', 'theirself', 'isnt', 'encourge', 'missright'}",0.008739076154806492
1393,"{'emersons', 'accomplisment', 'doesnt', 'becuase', 'eventhough', 'wroteto', 'belivers', 'greastest'}",0.004248539564524694
1394,"{'cange', 'f', 'c', 'd'}",0.004
1395,{'heshe'},0.000725689404934688
1396,"{'peole', 'bieng', 'chage', 'whattever', 'knoe', 'remmerber'}",0.0036144578313253013
1397,"{'didnt', 'doesnt', 'heshe', 'wasnt', 'herhim', 'provably', 'wouldt'}",0.0023003614853762734
1398,"{'thoughtout', 'twentyfour', 'cacccompish'}",0.0024330900243309003
1399,"{'waybecause', 'failurebut', 'melike', 'personthe', 'dohow', 'foollow'}",0.0015420200462606013
1400,"{'perseverant', 'perseverantand', 'biger', 'greates', 'differents', 'gyn', 'fild', 'loger', 'luckers', 'heathy', 'washintown', 'druiking', 'peinted', 'exemple', 'wounderful', 'enything', 'learng', 'succeful', 'pintures', 'studets', 'asls', 'responble', 'firts', 'mrs', 'araound'}",0.009505703422053232
1401,"{'t', 'cammunity', 'parkswater', 'exlpore', 'adition', 'parentsfirst', 'enjoable'}",0.005622489959839358
1402,"{'lgbt', 'boyfriendsgirlfriends'}",0.0005745475438092502
1403,"{'t', 'v', 'technologyi', 'todays', 'tv'}",0.0020300446609825416
1404,"{'minlatary', 'anough', 'goverment', 'harts', 'duirng', 'folllowing', 'presur', 'expriment', 'admint', 'thatbis'}",0.006297229219143577
1405,"{'saintliness', 'genericcity', 'wellknown', 'genericnames', 'friendss', 'genericname'}",0.0028971511347175277
1406,"{'genericname', 'tenthousand', 'wensday', '1v1'}",0.001229256299938537
1407,"{'doesnt', 'positve', 'possitive', 'pma', 'genericname'}",0.003443526170798898
1408,"{'churchills', 'mistakesactions', 'resposiable', 'motavated', 'enthusiam', 'interviewafter', 'consits', 'usedit', 'perfectits', 'smater'}",0.00475963826749167
1409,"{'didnt', 'selfesteem'}",0.0006642311524410495
1410,"{'anothers', 'schweitzer', 'personalitylikes', 'familysociety'}",0.0019333011116481392
1411,{'kindnessall'},0.0003816793893129771
1412,"{'tv', 'tvs'}",0.0007499062617172854
1413,"{'jamica', 'activites', 'jamiaca', 'foodand', 'reasturaunts'}",0.0024642681123706258
1414,"{'m', 'p'}",0.0013486176668914363
1415,"{'carrer', 'b', 'timefocus', 'intersted', 'alot', 'experiance', 'benifit', 'deperessed', 'isnt'}",0.0035405192761605035
1416,"{'shouldnt', 'introble'}",0.0009153318077803204
1417,"{'bushing', 'wasgenericname', 'b', 'genericnames', 'selfgenericname', 'genericname'}",0.0018143332325370426
1418,set(),0.0
1419,"{'soemthing', 'doesnt', 'twentyone', 'schweitzer', 'tv', 'influcing'}",0.00423728813559322
1420,set(),0.0
1421,"{'characteritics', 'didnt', 'attracks', 'youre', 'insterasting', 'frinds', 'genericname'}",0.004239854633555421
1422,"{'didnt', 'alwayes', 'doesnt', 'herso', 'genericname'}",0.002221235006663705
1423,"{'himher', 'isnt', 'timemanagement'}",0.000916030534351145
1424,"{'perfact', 'theyre', 'misstakes', 'undestaning', 'l', 'prefact', 'isnt', 'britesh', 'mistack', 'nocite', 'whold', 'usless', 'chooice', 'sefl', 'problam', 'anythigs', 'wasnt', 'jerueny', 'thru', 'misstake', 'postivie', 'lubbock', 'ressons', 'positible', 'importan', 'regrade', 'anouther', 'nagaitve', 'losed', 'beyone', 'depond', 'dosent', 'youself', 'nagative', 'hearder', 'useing', 'controling', 'proude'}",0.00631019594818997
1425,"{'shouldnt', 'didnt', 'isnt', 'doesnt'}",0.0017353579175704988
1426,{'yeras'},0.00047058823529411766
1427,"{'comunity', 'poblation', 'alot', 'everyway', 'lessent', 'peatention', 'comunty', 'descision', 'familiesneightborhood', 'shoose'}",0.006825938566552901
1428,set(),0.0
1429,"{'confortable', 'limtation', 'technologyy', 'technongy', 'ues'}",0.0036101083032490976
1430,set(),0.0
1431,"{'doesnt', 'genericnames'}",0.0007867820613690008
1432,"{'sportsthey', 'practicethey', 'themby', 'finallystudent', 'classthey', 'conclusionfor', 'classso', 'soccerbasketballbaseballkickball', 'sportsstudent', 'gradesgetting', 'upby', 'allstudent', 'morestudent', 'playand', 'daysome', 'teachersalso', 'mathenglishcivic'}",0.004967855055523086
1433,"{'selfsteem', 'jsut', 'eventhough', 'selfesteem', 'selfconfidence'}",0.0025693730729701952
1434,"{'imature', 'algebraearth', '5th', 'sciencebiology', 'careerfamily'}",0.0008382229673093043
1435,"{'hardhowever', 'messi', 'ronaldo', 'schoolhe', 'cristiano', 'leonel', 'developinghe', 'wasnt'}",0.0017893088794453142
1436,"{'todays', 'genericname'}",0.001141552511415525
1437,"{'musicianmusic', 'twoyear'}",0.0005943536404160475
